genre,sold by,daily average.amazon revenue,daily average.author revenue,daily average.gross sales,daily average.publisher revenue,daily average.units sold,publisher.name,publisher.type,statistics.average rating,statistics.sale price,statistics.sales rank,statistics.total reviews,PublisherId
nonfiction,"Amazon Digital Services,  Inc.",0.897,2.093,2.99,0,1,(Indie Publisher),indie,1.62,2.99,94652,8,26243
nonfiction,"Amazon Digital Services,  Inc.",0.6435,0.3465,0.99,0,1,(Indie Publisher),indie,4,0.99,94659,5,26244
nonfiction,"Amazon Digital Services,  Inc.",7.998,7.998,39.99,23.994,1,(Small or Medium Publisher),small/medium,4.57,39.99,94660,7,26245
nonfiction,"Amazon Digital Services,  Inc.",0.656,0.656,3.28,1.968,1,(Single-Author Publisher),single author,4.25,3.28,94697,31,26246
nonfiction,"Amazon Digital Services,  Inc.",1.998,1.998,9.99,5.994,1,(Single-Author Publisher),single author,4.51,9.99,94702,29,26247
nonfiction,"Amazon Digital Services,  Inc.",0.6435,0.3465,0.99,0,1,(Indie Publisher),indie,2.93,0.99,94707,31,26248
genre fiction,"Amazon Digital Services,  Inc.",1.398,1.398,6.99,4.194,1,(Small or Medium Publisher),small/medium,4.61,6.99,94711,52,26249
nonfiction,"Amazon Digital Services,  Inc.",2.498,2.498,12.49,7.494,1,(Small or Medium Publisher),small/medium,3.48,12.49,94711,27,26250
nonfiction,"Amazon Digital Services,  Inc.",1.998,1.998,9.99,5.994,1,(Small or Medium Publisher),small/medium,4.3,9.99,94720,10,26251
nonfiction,"Amazon Digital Services,  Inc.",0.598,0.598,2.99,1.794,1,(Single-Author Publisher),single author,4,2.99,94730,4,26252
children,Simon and Schuster Digital Sales Inc,2.26,2.26,11.3,6.78,1,Simon & Schuster Books for Young Readers,big five,4.63,11.3,94743,111,26253
nonfiction,"Amazon Digital Services,  Inc.",0.598,0.598,2.99,1.794,1,(Single-Author Publisher),single author,0,2.99,94746,0,26254
nonfiction,"Amazon Digital Services,  Inc.",4.298,4.298,21.49,12.894,1,(Small or Medium Publisher),small/medium,4.88,21.49,94754,17,26255
nonfiction,"Amazon Digital Services,  Inc.",3.846,3.846,19.23,11.538,1,(Small or Medium Publisher),small/medium,4.66,19.23,94757,3,26256
genre fiction,"Amazon Digital Services,  Inc.",0.548,0.548,2.74,1.644,1,(Small or Medium Publisher),small/medium,0,2.74,94771,0,26257
nonfiction,"Amazon Digital Services,  Inc.",0.798,0.798,3.99,2.394,1,(Single-Author Publisher),single author,4.44,3.99,94776,9,26258
comics,Hachette Book Group,1.6,1.6,8,4.8,1,Grand Central Publishing,big five,4.63,8,94777,60,26259
nonfiction,"Amazon Digital Services,  Inc.",0.897,2.093,2.99,0,1,(Indie Publisher),indie,0,2.99,94779,0,26260
nonfiction,"Amazon Digital Services,  Inc.",10.998,10.998,54.99,32.994,1,(Small or Medium Publisher),small/medium,0,54.99,94780,0,26261
nonfiction,Random House LLC,3.018,3.018,15.09,9.054,1,Ballantine Books,big five,4.17,15.09,94785,23,26262
genre fiction,"Amazon Digital Services,  Inc.",0.6435,0.3465,0.99,0,1,(Indie Publisher),indie,4.61,0.99,94819,52,26263
children,Simon and Schuster Digital Sales Inc,1.538,1.538,7.69,4.614,1,Aladdin,big five,4.63,7.69,94825,76,26264
nonfiction,Simon and Schuster Digital Sales Inc,2.198,2.198,10.99,6.594,1,Free Press,big five,4.33,10.99,94832,6,26265
nonfiction,Random House LLC,2.6,2.6,13,7.8,1,Ten Speed Press,big five,3.97,13,94836,35,26266
children,"Amazon Digital Services,  Inc.",1.878,1.878,9.39,5.634,1,(Small or Medium Publisher),small/medium,4.66,9.39,94840,30,26267
genre fiction,"Amazon Digital Services,  Inc.",1.398,1.398,6.99,4.194,1,(Small or Medium Publisher),small/medium,4.05,6.99,94848,54,26268
nonfiction,"Amazon Digital Services,  Inc.",0.598,0.598,2.99,1.794,1,(Single-Author Publisher),single author,0,2.99,94850,0,26269
nonfiction,"Amazon Digital Services,  Inc.",0.897,2.093,2.99,0,1,(Indie Publisher),indie,3,2.99,94855,1,26270
nonfiction,"Amazon Digital Services,  Inc.",1.198,1.198,5.99,3.594,1,(Small or Medium Publisher),small/medium,4.75,5.99,94857,4,26271
children,"Amazon Digital Services,  Inc.",0.897,2.093,2.99,0,1,(Indie Publisher),indie,4,2.99,94865,10,26272
nonfiction,Macmillan,1.778,1.778,8.89,5.334,1,St. Martin's Griffin,big five,4.13,8.89,94868,59,26273
nonfiction,"Amazon Digital Services,  Inc.",0.897,2.093,2.99,0,1,(Indie Publisher),indie,5,2.99,94869,1,26274
nonfiction,"Amazon Digital Services,  Inc.",1.998,1.998,9.99,5.994,1,(Small or Medium Publisher),small/medium,4.57,9.99,94870,7,26275
nonfiction,"Amazon Digital Services,  Inc.",0.65,0.35,1,0,1,(Indie Publisher),indie,3.73,1,94874,34,26276
nonfiction,"Amazon Digital Services,  Inc.",3.454,3.454,17.27,10.362,1,(Small or Medium Publisher),small/medium,4.56,17.27,94875,69,26277
nonfiction,"Amazon Digital Services,  Inc.",1.2935,0.6965,1.99,0,1,(Indie Publisher),indie,4,1.99,94880,1,26278
nonfiction,"Amazon Digital Services,  Inc.",1.998,1.998,9.99,5.994,1,(Small or Medium Publisher),small/medium,4.45,9.99,94887,88,26279
nonfiction,Simon and Schuster Digital Sales Inc,2.076,2.076,10.38,6.228,1,Simon & Schuster,big five,4.34,10.38,94890,72,26280
nonfiction,"Amazon Digital Services,  Inc.",1.998,1.998,9.99,5.994,1,(Small or Medium Publisher),small/medium,4.35,9.99,94898,17,26281
nonfiction,"Amazon Digital Services,  Inc.",1.3,0.7,2,0,1,(Indie Publisher),indie,0,2,94909,0,26282
nonfiction,"Amazon Digital Services,  Inc.",1.598,1.598,7.99,4.794,1,(Single-Author Publisher),single author,4.75,7.99,94950,28,26283
nonfiction,"Amazon Digital Services,  Inc.",2.598,2.598,12.99,7.794,1,(Small or Medium Publisher),small/medium,4.44,12.99,94951,18,26284
nonfiction,"Amazon Digital Services,  Inc.",0.897,2.093,2.99,0,1,(Indie Publisher),indie,4.44,2.99,94955,18,26285
nonfiction,"Amazon Digital Services,  Inc.",1.197,2.793,3.99,0,1,(Indie Publisher),indie,5,3.99,94957,1,26286
nonfiction,"Amazon Digital Services,  Inc.",1.3,0.7,2,0,1,(Indie Publisher),indie,0,2,94963,0,26287
nonfiction,HarperCollins Publishers,1.954,1.954,9.77,5.862,1,HarperCollins e-books,big five,3.48,9.77,94964,50,26288
genre fiction,"Amazon Digital Services,  Inc.",1.2935,0.6965,1.99,0,1,(Indie Publisher),indie,3.4,1.99,94973,5,26289
nonfiction,"Amazon Digital Services,  Inc.",7.998,7.998,39.99,23.994,1,(Small or Medium Publisher),small/medium,4.75,39.99,94977,4,26290
nonfiction,"Amazon Digital Services,  Inc.",1.538,1.538,7.69,4.614,1,(Small or Medium Publisher),small/medium,4.7,7.69,94997,10,26291
genre fiction,"Amazon Digital Services,  Inc.",0.598,0.598,2.99,1.794,1,(Small or Medium Publisher),small/medium,3.91,2.99,94999,23,26292
nonfiction,"Amazon Digital Services,  Inc.",1.497,3.493,4.99,0,1,(Indie Publisher),indie,0,4.99,95000,0,26293
genre fiction,"Amazon Digital Services,  Inc.",0.498,0.498,2.49,1.494,1,(Single-Author Publisher),single author,4.5,2.49,95001,16,26294
children,Macmillan,0.946,0.946,4.73,2.838,1,Feiwel & Friends,big five,4.56,4.73,95006,23,26295
children,"Amazon Digital Services,  Inc.",1.158,1.158,5.79,3.474,1,(Small or Medium Publisher),small/medium,4.66,5.79,95014,39,26296
children,"Amazon Digital Services,  Inc.",2.098,2.098,10.49,6.294,1,(Small or Medium Publisher),small/medium,4.57,10.49,95042,7,26297
nonfiction,"Amazon Digital Services,  Inc.",1.598,1.598,7.99,4.794,1,(Small or Medium Publisher),small/medium,4.54,7.99,95043,24,26298
nonfiction,"Amazon Digital Services,  Inc.",0.897,2.093,2.99,0,1,(Indie Publisher),indie,0,2.99,95050,0,26299
children,"Amazon Digital Services,  Inc.",0.897,2.093,2.99,0,1,(Indie Publisher),indie,3.77,2.99,95059,9,26300
children,Simon and Schuster Digital Sales Inc,1.024,1.024,5.12,3.072,1,Atheneum Books for Young Readers,big five,4.31,5.12,95060,41,26301
nonfiction,Simon and Schuster Digital Sales Inc,2.074,2.074,10.37,6.222,1,Simon & Schuster,big five,4.3,10.37,95078,13,26302
genre fiction,"Amazon Digital Services,  Inc.",0.758,0.758,3.79,2.274,1,(Small or Medium Publisher),small/medium,4.33,3.79,95080,12,26303
nonfiction,"Amazon Digital Services,  Inc.",0.198,0.198,0.99,0.594,1,(Single-Author Publisher),single author,4,0.99,95082,4,26304
nonfiction,"Amazon Digital Services,  Inc.",3.296,3.296,16.48,9.888,1,(Small or Medium Publisher),small/medium,4.06,16.48,95088,30,26305
nonfiction,"Amazon Digital Services,  Inc.",2.112,2.112,10.56,6.336,1,(Small or Medium Publisher),small/medium,4.19,10.56,95097,26,26306
children,HarperCollins Publishers,0.758,0.758,3.79,2.274,1,HarperCollins,big five,4.18,3.79,95098,11,26307
genre fiction,Simon and Schuster Digital Sales Inc,1.138,1.138,5.69,3.414,1,Pocket Books/Star Trek,big five,2.53,5.69,95101,26,26308
nonfiction,"Amazon Digital Services,  Inc.",4.898,4.898,24.49,14.694,1,(Small or Medium Publisher),small/medium,4.4,24.49,95108,22,26309
nonfiction,"Amazon Digital Services,  Inc.",2.998,2.998,14.99,8.994,1,(Small or Medium Publisher),small/medium,4.36,14.99,95112,11,26310
nonfiction,"Amazon Digital Services,  Inc.",0.818,0.818,4.09,2.454,1,(Small or Medium Publisher),small/medium,4.66,4.09,95115,9,26311
genre fiction,"Amazon Digital Services,  Inc.",1.198,1.198,5.99,3.594,1,(Single-Author Publisher),single author,4.2,5.99,95117,10,26312
children,"Amazon Digital Services,  Inc.",0.598,0.598,2.99,1.794,1,(Small or Medium Publisher),small/medium,4.11,2.99,95122,9,26313
nonfiction,"Amazon Digital Services,  Inc.",1.538,1.538,7.69,4.614,1,(Small or Medium Publisher),small/medium,4.7,7.69,95138,17,26314
foreign language,"Amazon Digital Services,  Inc.",1.23,1.23,6.15,3.69,1,(Small or Medium Publisher),small/medium,4,6.15,95138,2,26315
genre fiction,"Amazon Digital Services,  Inc.",0.764,0.764,3.82,2.292,1,(Small or Medium Publisher),small/medium,4.37,3.82,95141,8,26316
nonfiction,"Amazon Digital Services,  Inc.",2.95,2.95,14.75,8.85,1,(Small or Medium Publisher),small/medium,3.8,14.75,95144,15,26317
children,Penguin Group (USA) LLC,1.196,1.196,5.98,3.588,1,Grosset & Dunlap,big five,4.5,5.98,95148,10,26318
foreign language,"Amazon Digital Services,  Inc.",3.476,3.476,17.38,10.428,1,(Small or Medium Publisher),small/medium,4.5,17.38,95156,8,26319
nonfiction,"Amazon Digital Services,  Inc.",2.997,6.993,9.99,0,1,(Indie Publisher),indie,4,9.99,95160,5,26320
nonfiction,Random House LLC,2.368,2.368,11.84,7.104,1,Anchor,big five,4.54,11.84,95170,169,26321
nonfiction,"Amazon Digital Services,  Inc.",1.998,1.998,9.99,5.994,1,(Single-Author Publisher),single author,4.5,9.99,95188,2,26322
nonfiction,"Amazon Digital Services,  Inc.",1.998,1.998,9.99,5.994,1,(Small or Medium Publisher),small/medium,0,9.99,95190,0,26323
nonfiction,Macmillan,2.888,2.888,14.44,8.664,1,Palgrave Macmillan,big five,5,14.44,95191,2,26324
nonfiction,Macmillan,1.518,1.518,7.59,4.554,1,Metropolitan Books,big five,4.66,7.59,95198,15,26325
children,Simon and Schuster Digital Sales Inc,1.024,1.024,5.12,3.072,1,Atheneum Books for Young Readers,big five,4.51,5.12,95201,54,26326
nonfiction,"Amazon Digital Services,  Inc.",0.897,2.093,2.99,0,1,(Indie Publisher),indie,3.8,2.99,95216,25,26327
nonfiction,"Amazon Digital Services,  Inc.",1.998,1.998,9.99,5.994,1,(Small or Medium Publisher),small/medium,5,9.99,95219,1,26328
nonfiction,"Amazon Digital Services,  Inc.",0.598,0.598,2.99,1.794,1,(Single-Author Publisher),single author,4.84,2.99,95225,13,26329
children,"Amazon Digital Services,  Inc.",0.198,0.198,0.99,0.594,1,(Small or Medium Publisher),small/medium,4.59,0.99,95229,5,26330
nonfiction,"Amazon Digital Services,  Inc.",3.234,3.234,16.17,9.702,1,(Small or Medium Publisher),small/medium,4.15,16.17,95235,19,26331
nonfiction,"Amazon Digital Services,  Inc.",6.638,6.638,33.19,19.914,1,(Small or Medium Publisher),small/medium,4.5,33.19,95253,2,26332
nonfiction,"Amazon Digital Services,  Inc.",2.982,6.958,9.94,0,1,(Indie Publisher),indie,4.79,9.94,95264,39,26333
nonfiction,"Amazon Digital Services,  Inc.",0.897,2.093,2.99,0,1,(Indie Publisher),indie,4.57,2.99,95267,152,26334
nonfiction,"Amazon Digital Services,  Inc.",0.598,0.598,2.99,1.794,1,(Single-Author Publisher),single author,5,2.99,95280,1,26335
children,"Amazon Digital Services,  Inc.",1.538,1.538,7.69,4.614,1,(Single-Author Publisher),single author,4.38,7.69,95283,13,26336
children,"Amazon Digital Services,  Inc.",0.897,2.093,2.99,0,1,(Indie Publisher),indie,0,2.99,95298,0,26337
nonfiction,"Amazon Digital Services,  Inc.",8.4435,4.5465,12.99,0,1,(Indie Publisher),indie,4.9,12.99,95302,11,26338
nonfiction,"Amazon Digital Services,  Inc.",1.988,1.988,9.94,5.964,1,(Single-Author Publisher),single author,0,9.94,95306,0,26339
comics,"Amazon Digital Services,  Inc.",0.998,0.998,4.99,2.994,1,(Single-Author Publisher),single author,4.33,4.99,95309,9,26340
nonfiction,"Amazon Digital Services,  Inc.",0.922,0.922,4.61,2.766,1,(Small or Medium Publisher),small/medium,4.11,4.61,95326,9,26341
genre fiction,"Amazon Digital Services,  Inc.",0.598,0.598,2.99,1.794,1,(Small or Medium Publisher),small/medium,4.71,2.99,95336,7,26342
children,"Amazon Digital Services,  Inc.",1.197,2.793,3.99,0,1,(Indie Publisher),indie,4.59,3.99,95338,5,26343
nonfiction,Random House LLC,1.998,1.998,9.99,5.994,1,Vintage,big five,4.9,9.99,95352,30,26344
foreign language,"Amazon Digital Services,  Inc.",0.598,0.598,2.99,1.794,1,(Small or Medium Publisher),small/medium,0,2.99,95362,0,26345
genre fiction,"Amazon Digital Services,  Inc.",0.764,0.764,3.82,2.292,1,(Small or Medium Publisher),small/medium,4.33,3.82,95363,6,26346
foreign language,"Amazon Digital Services,  Inc.",5.958,5.958,29.79,17.874,1,(Single-Author Publisher),single author,0,29.79,95366,0,26347
children,"Amazon Digital Services,  Inc.",0.897,2.093,2.99,0,1,(Indie Publisher),indie,5,2.99,95370,2,26348
nonfiction,"Amazon Digital Services,  Inc.",3.296,3.296,16.48,9.888,1,(Small or Medium Publisher),small/medium,4.89,16.48,95375,29,26349
nonfiction,"Amazon Digital Services,  Inc.",1.998,1.998,9.99,5.994,1,(Small or Medium Publisher),small/medium,0,9.99,95375,0,26350
nonfiction,"Amazon Digital Services,  Inc.",0.6435,0.3465,0.99,0,1,(Indie Publisher),indie,4.33,0.99,95388,6,26351
nonfiction,Penguin Group (USA) LLC,1.598,1.598,7.99,4.794,1,Plume,big five,0,7.99,95405,0,26352
genre fiction,"Amazon Digital Services,  Inc.",0.726,0.726,3.63,2.178,1,(Small or Medium Publisher),small/medium,4.59,3.63,95408,5,26353
genre fiction,"Amazon Digital Services,  Inc.",0.198,0.198,0.99,0.594,1,(Small or Medium Publisher),small/medium,4.35,0.99,95409,17,26354
nonfiction,"Amazon Digital Services,  Inc.",0.198,0.198,0.99,0.594,1,(Single-Author Publisher),single author,0,0.99,95414,0,26355
nonfiction,"Amazon Digital Services,  Inc.",1.998,1.998,9.99,5.994,1,(Small or Medium Publisher),small/medium,5,9.99,95420,5,26356
genre fiction,"Amazon Digital Services,  Inc.",1.076,1.076,5.38,3.228,1,(Small or Medium Publisher),small/medium,5,5.38,95430,1,26357
genre fiction,"Amazon Digital Services,  Inc.",0.764,0.764,3.82,2.292,1,(Small or Medium Publisher),small/medium,4.75,3.82,95432,4,26358
nonfiction,"Amazon Digital Services,  Inc.",0.897,2.093,2.99,0,1,(Indie Publisher),indie,4.5,2.99,95435,8,26359
nonfiction,"Amazon Digital Services,  Inc.",1.6,1.6,8,4.8,1,(Single-Author Publisher),single author,4.87,8,95436,8,26360
nonfiction,Random House LLC,2.368,2.368,11.84,7.104,1,Random House,big five,4.05,11.84,95444,17,26361
nonfiction,"Amazon Digital Services,  Inc.",1.676,1.676,8.38,5.028,1,(Single-Author Publisher),single author,5,8.38,95454,2,26362
nonfiction,Penguin Group (USA) LLC,2.398,2.398,11.99,7.194,1,Viking Adult,big five,0,11.99,95459,0,26363
nonfiction,"Amazon Digital Services,  Inc.",0.897,2.093,2.99,0,1,(Indie Publisher),indie,3.66,2.99,95463,3,26364
genre fiction,"Amazon Digital Services,  Inc.",0.6435,0.3465,0.99,0,1,(Indie Publisher),indie,4.77,0.99,95465,9,26365
nonfiction,"Amazon Digital Services,  Inc.",2.098,2.098,10.49,6.294,1,(Small or Medium Publisher),small/medium,4.33,10.49,95467,12,26366
children,HarperCollins Publishers,1.196,1.196,5.98,3.588,1,HarperCollins,big five,4.8,5.98,95472,35,26367
genre fiction,"Amazon Digital Services,  Inc.",1.864,1.864,9.32,5.592,1,(Small or Medium Publisher),small/medium,4.31,9.32,95473,82,26368
children,"Amazon Digital Services,  Inc.",0.898,0.898,4.49,2.694,1,(Small or Medium Publisher),small/medium,4.88,4.49,95488,18,26369
genre fiction,"Amazon Digital Services,  Inc.",0.688,0.688,3.44,2.064,1,(Small or Medium Publisher),small/medium,4.33,3.44,95490,3,26370
children,"Amazon Digital Services,  Inc.",0.6435,0.3465,0.99,0,1,(Indie Publisher),indie,0,0.99,95494,0,26371
nonfiction,Hachette Book Group,1.328,1.328,6.64,3.984,1,Orion,big five,4.29,6.64,95497,37,26372
genre fiction,"Amazon Digital Services,  Inc.",1.797,4.193,5.99,0,1,(Indie Publisher),indie,5,5.99,95499,2,26373
nonfiction,"Amazon Digital Services,  Inc.",1.998,1.998,9.99,5.994,1,(Small or Medium Publisher),small/medium,4,9.99,95500,8,26374
nonfiction,"Amazon Digital Services,  Inc.",1.761,4.109,5.87,0,1,(Indie Publisher),indie,4.5,5.87,95505,2,26375
comics,"Amazon Digital Services,  Inc.",0.598,0.598,2.99,1.794,1,(Single-Author Publisher),single author,4,2.99,95516,2,26376
nonfiction,"Amazon Digital Services,  Inc.",1.538,1.538,7.69,4.614,1,(Small or Medium Publisher),small/medium,4,7.69,95518,3,26377
nonfiction,Random House LLC,2.128,2.128,10.64,6.384,1,Delta,big five,3.59,10.64,95520,259,26378
genre fiction,Simon and Schuster Digital Sales Inc,2.134,2.134,10.67,6.402,1,Pocket Books/Star Trek,big five,4.38,10.67,95525,54,26379
nonfiction,"Amazon Digital Services,  Inc.",0.198,0.198,0.99,0.594,1,(Single-Author Publisher),single author,4.16,0.99,95529,6,26380
genre fiction,"Amazon Digital Services,  Inc.",0.832,0.832,4.16,2.496,1,(Small or Medium Publisher),small/medium,4.75,4.16,95537,32,26381
comics,"Amazon Digital Services,  Inc.",0.958,0.958,4.79,2.874,1,(Small or Medium Publisher),small/medium,0,4.79,95538,0,26382
children,"Amazon Digital Services,  Inc.",0.922,0.922,4.61,2.766,1,(Small or Medium Publisher),small/medium,4.66,4.61,95543,27,26383
genre fiction,"Amazon Digital Services,  Inc.",0.758,0.758,3.79,2.274,1,(Small or Medium Publisher),small/medium,4.18,3.79,95549,11,26384
nonfiction,"Amazon Digital Services,  Inc.",12.987,6.993,19.98,0,1,(Indie Publisher),indie,5,19.98,95553,5,26385
foreign language,"Amazon Digital Services,  Inc.",0.846,0.846,4.23,2.538,1,(Single-Author Publisher),single author,0,4.23,95595,0,26386
nonfiction,"Amazon Digital Services,  Inc.",0.598,0.598,2.99,1.794,1,(Single-Author Publisher),single author,3.66,2.99,95596,3,26387
nonfiction,"Amazon Digital Services,  Inc.",2.198,2.198,10.99,6.594,1,(Small or Medium Publisher),small/medium,4.33,10.99,95606,15,26388
nonfiction,"Amazon Digital Services,  Inc.",0.6435,0.3465,0.99,0,1,(Indie Publisher),indie,5,0.99,95615,1,26389
nonfiction,Macmillan,1.778,1.778,8.89,5.334,1,Faber & Faber,big five,4.23,8.89,95617,80,26390
nonfiction,"Amazon Digital Services,  Inc.",0.398,0.398,1.99,1.194,1,(Single-Author Publisher),single author,0,1.99,95617,0,26391
nonfiction,"Amazon Digital Services,  Inc.",3.234,3.234,16.17,9.702,1,(Small or Medium Publisher),small/medium,4,16.17,95618,6,26392
genre fiction,"Amazon Digital Services,  Inc.",0.764,0.764,3.82,2.292,1,(Small or Medium Publisher),small/medium,0,3.82,95641,0,26393
children,"Amazon Digital Services,  Inc.",1.398,1.398,6.99,4.194,1,(Small or Medium Publisher),small/medium,4.59,6.99,95641,5,26394
nonfiction,"Amazon Digital Services,  Inc.",0.998,0.998,4.99,2.994,1,(Single-Author Publisher),single author,0,4.99,95648,0,26395
nonfiction,"Amazon Digital Services,  Inc.",6.898,6.898,34.49,20.694,1,(Small or Medium Publisher),small/medium,4,34.49,95663,1,26396
nonfiction,"Amazon Digital Services,  Inc.",1.988,1.988,9.94,5.964,1,(Single-Author Publisher),single author,4.25,9.94,95669,4,26397
nonfiction,HarperCollins Publishers,1.778,1.778,8.89,5.334,1,Harper Paperbacks,big five,4.57,8.89,95671,312,26398
children,"Amazon Digital Services,  Inc.",0.764,0.764,3.82,2.292,1,(Small or Medium Publisher),small/medium,4.5,3.82,95675,4,26399
nonfiction,"Amazon Digital Services,  Inc.",9.9,9.9,49.5,29.7,1,(Small or Medium Publisher),small/medium,2.5,49.5,95685,4,26400
nonfiction,"Amazon Digital Services,  Inc.",1.718,1.718,8.59,5.154,1,(Small or Medium Publisher),small/medium,4.78,8.59,95690,33,26401
nonfiction,"Amazon Digital Services,  Inc.",0.6435,0.3465,0.99,0,1,(Indie Publisher),indie,3.35,0.99,95699,14,26402
